"SnapshotTime","Hostname","ID","AccessedBy","Type","Locks","OpenMode","OpenFile" 
"2026-07-07 09:50:24","WINDT142K3","68264734","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Participation Sold Loan" 
"2026-07-07 09:50:24","WINDT142K3","68264735","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Participation Sold Loan" 
"2026-07-07 09:50:24","WINDT142K3","68264736","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank" 
"2026-07-07 09:50:24","WINDT142K3","68264737","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank" 
"2026-07-07 09:50:24","WINDT142K3","68264738","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Cadence Bank Transactions" 
"2026-07-07 09:50:24","WINDT142K3","68264739","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Cadence Bank Transactions" 
"2026-07-07 09:50:24","WINDT142K3","68264740","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PCFIV" 
"2026-07-07 09:50:24","WINDT142K3","68264741","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PCFIV" 
"2026-07-07 09:50:24","WINDT142K3","68264742","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Non Fund (NF) - Loans in PDOF" 
"2026-07-07 09:50:24","WINDT142K3","68264743","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Non Fund (NF) - Loans in PDOF" 
"2026-07-07 09:50:24","WINDT142K3","68264744","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF\Billing Statement" 
"2026-07-07 09:50:24","WINDT142K3","68264745","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF\Billing Statement" 
"2026-07-07 09:50:24","WINDT142K3","68264748","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF" 
"2026-07-07 09:50:24","WINDT142K3","68264752","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF" 
"2026-07-07 09:50:24","WINDT142K3","68264753","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF\Billing Statements" 
"2026-07-07 09:50:24","WINDT142K3","68264755","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF\Billing Statements" 
"2026-07-07 09:50:24","WINDT142K3","68264756","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF" 
"2026-07-07 09:50:24","WINDT142K3","68264757","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF" 
"2026-07-07 09:50:24","WINDT142K3","68264758","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND III" 
"2026-07-07 09:50:24","WINDT142K3","68264759","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND III" 
"2026-07-07 09:50:24","WINDT142K3","68264760","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND II" 
"2026-07-07 09:50:24","WINDT142K3","68264761","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND II" 
"2026-07-07 09:50:24","WINDT142K3","68264762","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree" 
"2026-07-07 09:50:24","WINDT142K3","68264763","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree" 
"2026-07-07 09:50:24","WINDT142K3","68264764","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\WF Transactions" 
"2026-07-07 09:50:24","WINDT142K3","68264765","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\WF Transactions" 
"2026-07-07 09:50:24","WINDT142K3","68264766","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loan expense to be reimbursed by borrower" 
"2026-07-07 09:50:24","WINDT142K3","68264768","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loan expense to be reimbursed by borrower" 
"2026-07-07 09:50:24","WINDT142K3","68264770","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Mortgage Statement" 
"2026-07-07 09:50:24","WINDT142K3","68264774","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Mortgage Statement" 
"2026-07-07 09:50:24","WINDT142K3","68264775","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Monthly Report" 
"2026-07-07 09:50:24","WINDT142K3","68264776","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Monthly Report" 
"2026-07-07 09:50:24","WINDT142K3","68264796","DBETTERS","Windows","0","Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30" 
"2026-07-07 09:50:24","WINDT142K3","68264800","DBETTERS","Windows","0","Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30" 
"2026-07-07 09:50:24","WINDT142K3","68264867","DBETTERS","Windows","0","Write + Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30\SMAs ITDTransactions (Ongoing) (version 1).xlsx" 
"2026-07-07 09:50:24","WINDT142K3","68264947","DBETTERS","Windows","0","Write + Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30\~$SMAs ITDTransactions (Ongoing) (version 1).xlsx" 
"2026-07-07 09:50:24","WINDT142K3","68265628","KBRAY","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Prop Capital\Monthly Processing\2026\07.31.2026" 
"2026-07-07 09:50:24","WINDT142K3","68265629","KBRAY","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Prop Capital\Monthly Processing\2026\07.31.2026" 
"2026-07-07 09:50:24","WINDT142K3","68265693","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits" 
"2026-07-07 09:50:24","WINDT142K3","68265694","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits" 
"2026-07-07 09:50:24","WINDT142K3","68265695","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\05 May 2026" 
"2026-07-07 09:50:24","WINDT142K3","68265696","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\05 May 2026" 
"2026-07-07 09:50:24","WINDT142K3","68265739","BMCADOO","Windows","0","Read","G:\Group_Windt132k\Shared\ANICO\LPs\ANICO LP Production\ANICO LP 2Q26\ANIC GL Templates June 2026" 
"2026-07-07 09:50:48",INFO: The system global flag 'maintain objects list' needs 
"2026-07-07 09:50:48",      to be enabled to see local opened files. 
"2026-07-07 09:50:48",      See Openfiles /? for more information. 
"2026-07-07 09:50:48",Files opened remotely via local share points: 
"2026-07-07 09:50:48",--------------------------------------------- 
"2026-07-07 09:50:48","Hostname","ID","Accessed By","Type","#Locks","Open Mode","Open File (Path\executable)" 
"2026-07-07 09:50:48","WINDT142K3","6","N/A","Windows","0","Write + Read","\PIPE\EVENTLOG" 
"2026-07-07 09:50:48","WINDT142K3","68261532","RFREYTAG","Windows","0","Write + Read","G:\Group_Windt132k\Shared\RLI Conversion\05 May 2026\Recon\RLI Holdings Recon 5.31.2026.xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68261539","RFREYTAG","Windows","0","Write + Read","G:\Group_Windt132k\Shared\RLI Conversion\05 May 2026\Recon\~$RLI Holdings Recon 5.31.2026.xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68263917","BMCADOO","Windows","0","Read","G:\Group_Windt132k\Shared\reports\alico\Billing\APR26" 
"2026-07-07 09:50:48","WINDT142K3","68263919","BMCADOO","Windows","0","Read","G:\Group_Windt132k\Shared\reports\alico\Billing\APR26" 
"2026-07-07 09:50:48","WINDT142K3","68264465","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\Loan IDs\SALUDAGRADE User Defined List Update.xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68264471","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\Loan IDs\~$SALUDAGRADE User Defined List Update.xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68264593","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits\June Projection.xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68264609","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits\~$June Projection.xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68264720","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loans" 
"2026-07-07 09:50:48","WINDT142K3","68264721","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loans" 
"2026-07-07 09:50:48","WINDT142K3","68264722","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen" 
"2026-07-07 09:50:48","WINDT142K3","68264723","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen" 
"2026-07-07 09:50:48","WINDT142K3","68264724","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Romspen CAD Shadow" 
"2026-07-07 09:50:48","WINDT142K3","68264725","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Romspen CAD Shadow" 
"2026-07-07 09:50:48","WINDT142K3","68264726","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team" 
"2026-07-07 09:50:48","WINDT142K3","68264727","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team" 
"2026-07-07 09:50:48","WINDT142K3","68264728","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Post Road" 
"2026-07-07 09:50:48","WINDT142K3","68264729","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Post Road" 
"2026-07-07 09:50:48","WINDT142K3","68264730","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Syndication Loan" 
"2026-07-07 09:50:48","WINDT142K3","68264731","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Syndication Loan" 
"2026-07-07 09:50:48","WINDT142K3","68264732","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Synd Bought Loan" 
"2026-07-07 09:50:48","WINDT142K3","68264733","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Synd Bought Loan" 
"2026-07-07 09:50:48","WINDT142K3","68264734","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Participation Sold Loan" 
"2026-07-07 09:50:48","WINDT142K3","68264735","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Participation Sold Loan" 
"2026-07-07 09:50:48","WINDT142K3","68264736","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank" 
"2026-07-07 09:50:48","WINDT142K3","68264737","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank" 
"2026-07-07 09:50:48","WINDT142K3","68264738","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Cadence Bank Transactions" 
"2026-07-07 09:50:48","WINDT142K3","68264739","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Cadence Bank Transactions" 
"2026-07-07 09:50:48","WINDT142K3","68264740","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PCFIV" 
"2026-07-07 09:50:48","WINDT142K3","68264741","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PCFIV" 
"2026-07-07 09:50:48","WINDT142K3","68264742","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Non Fund (NF) - Loans in PDOF" 
"2026-07-07 09:50:48","WINDT142K3","68264743","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Non Fund (NF) - Loans in PDOF" 
"2026-07-07 09:50:48","WINDT142K3","68264744","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF\Billing Statement" 
"2026-07-07 09:50:48","WINDT142K3","68264745","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF\Billing Statement" 
"2026-07-07 09:50:48","WINDT142K3","68264748","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF" 
"2026-07-07 09:50:48","WINDT142K3","68264752","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PSOF" 
"2026-07-07 09:50:48","WINDT142K3","68264753","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF\Billing Statements" 
"2026-07-07 09:50:48","WINDT142K3","68264755","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF\Billing Statements" 
"2026-07-07 09:50:48","WINDT142K3","68264756","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF" 
"2026-07-07 09:50:48","WINDT142K3","68264757","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\PDOF" 
"2026-07-07 09:50:48","WINDT142K3","68264758","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND III" 
"2026-07-07 09:50:48","WINDT142K3","68264759","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND III" 
"2026-07-07 09:50:48","WINDT142K3","68264760","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND II" 
"2026-07-07 09:50:48","WINDT142K3","68264761","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\FUND II" 
"2026-07-07 09:50:48","WINDT142K3","68264762","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree" 
"2026-07-07 09:50:48","WINDT142K3","68264763","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree" 
"2026-07-07 09:50:48","WINDT142K3","68264764","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\WF Transactions" 
"2026-07-07 09:50:48","WINDT142K3","68264765","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\WF Transactions" 
"2026-07-07 09:50:48","WINDT142K3","68264766","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loan expense to be reimbursed by borrower" 
"2026-07-07 09:50:48","WINDT142K3","68264768","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loan expense to be reimbursed by borrower" 
"2026-07-07 09:50:48","WINDT142K3","68264770","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Mortgage Statement" 
"2026-07-07 09:50:48","WINDT142K3","68264774","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Mortgage Statement" 
"2026-07-07 09:50:48","WINDT142K3","68264775","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Monthly Report" 
"2026-07-07 09:50:48","WINDT142K3","68264776","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Monthly Report" 
"2026-07-07 09:50:48","WINDT142K3","68264796","DBETTERS","Windows","0","Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30" 
"2026-07-07 09:50:48","WINDT142K3","68264800","DBETTERS","Windows","0","Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30" 
"2026-07-07 09:50:48","WINDT142K3","68264867","DBETTERS","Windows","0","Write + Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30\SMAs ITDTransactions (Ongoing) (version 1).xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68264947","DBETTERS","Windows","0","Write + Read","G:\Group_Windt132k\Shared\ANICO\SMA\Implementation CLewis\2026_06_30\~$SMAs ITDTransactions (Ongoing) (version 1).xlsx" 
"2026-07-07 09:50:48","WINDT142K3","68265628","KBRAY","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Prop Capital\Monthly Processing\2026\07.31.2026" 
"2026-07-07 09:50:48","WINDT142K3","68265629","KBRAY","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Prop Capital\Monthly Processing\2026\07.31.2026" 
"2026-07-07 09:50:48","WINDT142K3","68265693","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits" 
"2026-07-07 09:50:48","WINDT142K3","68265694","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits" 
"2026-07-07 09:50:48","WINDT142K3","68265695","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\05 May 2026" 
"2026-07-07 09:50:48","WINDT142K3","68265696","KCARTA","Windows","0","Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\05 May 2026" 
"2026-07-07 09:55:16",INFO: The system global flag 'maintain objects list' needs 
"2026-07-07 09:55:16",      to be enabled to see local opened files. 
"2026-07-07 09:55:16",      See Openfiles /? for more information. 
"2026-07-07 09:55:16",Files opened remotely via local share points: 
"2026-07-07 09:55:16",--------------------------------------------- 
"2026-07-07 09:55:16","Hostname","ID","Accessed By","Type","#Locks","Open Mode","Open File (Path\executable)" 
"2026-07-07 09:55:16","WINDT142K3","6","N/A","Windows","0","Write + Read","\PIPE\EVENTLOG" 
"2026-07-07 09:55:16","WINDT142K3","68261532","RFREYTAG","Windows","0","Write + Read","G:\Group_Windt132k\Shared\RLI Conversion\05 May 2026\Recon\RLI Holdings Recon 5.31.2026.xlsx" 
"2026-07-07 09:55:16","WINDT142K3","68261539","RFREYTAG","Windows","0","Write + Read","G:\Group_Windt132k\Shared\RLI Conversion\05 May 2026\Recon\~$RLI Holdings Recon 5.31.2026.xlsx" 
"2026-07-07 09:55:16","WINDT142K3","68264465","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\Loan IDs\SALUDAGRADE User Defined List Update.xlsx" 
"2026-07-07 09:55:16","WINDT142K3","68264471","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\Loan IDs\~$SALUDAGRADE User Defined List Update.xlsx" 
"2026-07-07 09:55:16","WINDT142K3","68264593","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits\June Projection.xlsx" 
"2026-07-07 09:55:16","WINDT142K3","68264609","KCARTA","Windows","0","Write + Read","G:\Group_Windt132k\Shared\REIT Team\Saluda Grade\Loan Servicing\2026\06 June 2026\Remits\~$June Projection.xlsx" 
"2026-07-07 09:55:16","WINDT142K3","68264720","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loans" 
"2026-07-07 09:55:16","WINDT142K3","68264721","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen\Loans" 
"2026-07-07 09:55:16","WINDT142K3","68264722","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen" 
"2026-07-07 09:55:16","WINDT142K3","68264723","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Rompsen" 
"2026-07-07 09:55:16","WINDT142K3","68264724","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Romspen CAD Shadow" 
"2026-07-07 09:55:16","WINDT142K3","68264725","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Romspen CAD Shadow" 
"2026-07-07 09:55:16","WINDT142K3","68264726","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team" 
"2026-07-07 09:55:16","WINDT142K3","68264727","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team" 
"2026-07-07 09:55:16","WINDT142K3","68264728","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Post Road" 
"2026-07-07 09:55:16","WINDT142K3","68264729","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Post Road" 
"2026-07-07 09:55:16","WINDT142K3","68264730","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Syndication Loan" 
"2026-07-07 09:55:16","WINDT142K3","68264731","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Syndication Loan" 
"2026-07-07 09:55:16","WINDT142K3","68264732","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Synd Bought Loan" 
"2026-07-07 09:55:16","WINDT142K3","68264733","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Synd Bought Loan" 
"2026-07-07 09:55:16","WINDT142K3","68264734","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Participation Sold Loan" 
"2026-07-07 09:55:16","WINDT142K3","68264735","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank\Participation Sold Loan" 
"2026-07-07 09:55:16","WINDT142K3","68264736","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank" 
"2026-07-07 09:55:16","WINDT142K3","68264737","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Valley National Bank" 
"2026-07-07 09:55:16","WINDT142K3","68264738","WEI.JIANG","Windows","0","Read","G:\Group_Windt132k\shared\REIT Team\Peachtree\Cadence Bank Transactions" 
